"Half pore width",dV()
4.5375,0.00012
4.5625,0.00012
4.5875,0.00012
4.6125,0.00013
4.6375,0.00013
4.6625,0.00013
4.6875,0.00014
4.7125,0.00014
4.7375,0.00014
4.7625,0.00014
4.7875,0.00015
4.8125,0.00015
4.8375,0.00015
4.8625,0.00015
4.8875,0.00016
4.9125,0.00016
4.9375,0.00016
4.9625,0.00016
4.9875,0.00017
5.0125,0.00017
5.0375,0.00017
5.0625,0.00017
5.0875,0.00018
5.1125,0.00018
5.1375,0.00018
5.1625,0.00018
5.1875,0.00019
5.2125,0.00019
5.2375,0.00019
5.2625,0.00019
5.2875,0.00020
5.3125,0.00020
5.3375,0.00020
5.3625,0.00020
5.3875,0.00021
5.4125,0.00021
5.4375,0.00021
5.4625,0.00021
5.4875,0.00022
5.5125,0.00022
5.5375,0.00022
5.5625,0.00022
5.5875,0.00022
5.6125,0.00023
5.6375,0.00023
5.6625,0.00023
5.6875,0.00023
5.7125,0.00024
5.7375,0.00024
5.7625,0.00024
5.7875,0.00024
5.8125,0.00024
5.8375,0.00025
5.8625,0.00025
5.8875,0.00025
5.9125,0.00025
5.9375,0.00025
5.9625,0.00026
5.9875,0.00026
6.0125,0.00026
6.0375,0.00026
6.0625,0.00026
6.0875,0.00027
6.1125,0.00027
6.1375,0.00027
6.1625,0.00027
6.1875,0.00027
6.2125,0.00027
6.2375,0.00028
6.2625,0.00028
6.2875,0.00028
6.3125,0.00028
6.3375,0.00028
6.3625,0.00029
6.3875,0.00029
6.4125,0.00029
6.4375,0.00029
6.4625,0.00029
6.4875,0.00029
6.5125,0.00029
6.5375,0.00030
6.5625,0.00030
6.5875,0.00030
6.6125,0.00030
6.6375,0.00030
6.6625,0.00030
6.6875,0.00030
6.7125,0.00031
6.7375,0.00031
6.7625,0.00031
6.7875,0.00031
6.8125,0.00031
6.8375,0.00031
6.8625,0.00031
6.8875,0.00032
6.9125,0.00032
6.9375,0.00032
6.9625,0.00032
6.9875,0.00032
7.0125,0.00032
7.0375,0.00032
7.0625,0.00032
7.0875,0.00032
7.1125,0.00033
7.1375,0.00033
7.1625,0.00033
7.1875,0.00033
7.2125,0.00033
7.2375,0.00033
7.2625,0.00033
7.2875,0.00033
7.3125,0.00033
7.3375,0.00033
7.3625,0.00033
7.3875,0.00034
7.4125,0.00034
7.4375,0.00034
7.4625,0.00034
7.4875,0.00034
7.5125,0.00034
7.5375,0.00034
7.5625,0.00034
7.5875,0.00034
7.6125,0.00034
7.6375,0.00034
7.6625,0.00034
7.6875,0.00035
7.7125,0.00035
7.7375,0.00035
7.7625,0.00035
7.7875,0.00035
7.8125,0.00035
7.8375,0.00035
7.8625,0.00035
7.8875,0.00035
7.9125,0.00035
7.9375,0.00035
7.9625,0.00035
7.9875,0.00035
8.0125,0.00035
8.0375,0.00036
8.0625,0.00036
8.0875,0.00036
8.1125,0.00036
8.1375,0.00036
8.1625,0.00036
8.1875,0.00036
8.2125,0.00036
8.2375,0.00036
8.2625,0.00037
8.2875,0.00037
8.3125,0.00037
8.3375,0.00037
8.3625,0.00037
8.3875,0.00037
8.4125,0.00037
8.4375,0.00037
8.4625,0.00037
8.4875,0.00037
8.5125,0.00037
8.5375,0.00037
8.5625,0.00038
8.5875,0.00038
8.6125,0.00038
8.6375,0.00038
8.6625,0.00038
8.6875,0.00038
8.7125,0.00038
8.7375,0.00038
8.7625,0.00038
8.7875,0.00038
8.8125,0.00038
8.8375,0.00038
8.8625,0.00038
8.8875,0.00038
8.9125,0.00038
8.9375,0.00038
8.9625,0.00038
8.9875,0.00038
9.0125,0.00038
9.0375,0.00038
9.0625,0.00038
9.0875,0.00038
9.1125,0.00038
9.1375,0.00038
9.1625,0.00038
9.1875,0.00038
9.2125,0.00038
9.2375,0.00038
9.2625,0.00038
9.2875,0.00038
9.3125,0.00038
9.3375,0.00038
9.3625,0.00038
9.3875,0.00038
9.4125,0.00038
9.4375,0.00038
9.4625,0.00038
9.4875,0.00038
9.5125,0.00038
9.5375,0.00037
9.5625,0.00037
9.5875,0.00037
9.6125,0.00037
9.6375,0.00037
9.6625,0.00037
9.6875,0.00037
